Name,Description,Price,Stock,Seller Username
完美日记 星河幻彩眼影盘 12色,"完美日记星河幻彩眼影盘，12色搭配，打造无限眼妆可能！本款眼影采用高显色配方，细腻粉质易上色，持久不脱妆，防水防汗，轻松应对日常或派对妆容。
产品包含珠光、哑光、闪片等多种质地，色调覆盖大地色、浪漫粉紫到星空闪耀蓝，满足不同场景需求，无论是清新日常妆还是魅惑晚宴妆都能信手拈来。
完美日记秉承“让美更简单”的理念，致力于为每一位爱美人士带来高品质彩妆体验，释放你的独特魅力！",129.90,1275,seller01@cxk.com
花西子 玉润无瑕粉底液 30ml 象牙白,"花西子 玉润无瑕粉底液，专为东方女性肌肤设计，融合传统养肤理念与现代美妆科技，打造轻薄透气又遮瑕力十足的底妆效果。
容量为30ml，色号象牙白，适合大多数亚洲女性肤色，质地水润易推开，含有天然植物精华，保湿不卡粉。
无论是日常通勤还是重要约会，这款粉底液都能让肌肤呈现自然光泽，持久妆效长达12小时。
花西子秉承“东方美学，天然养肤”的品牌理念，让每一位女性绽放独特魅力。",189.90,1275,seller01@cxk.com
香奈儿 经典花香沐浴露 200ml,"香奈儿经典花香沐浴露，专为追求优雅与奢华的你设计，带来如丝般顺滑的沐浴体验。蕴含独特花香精萃，融合玫瑰与茉莉的迷人香调，持久留香，让肌肤散发迷人魅力。
容量：200ml，适合日常使用；质地轻盈泡沫细腻，温和洁净不紧绷，适用于各种肤质。
无论是清晨唤醒活力，还是夜晚放松身心，香奈儿沐浴露都能为你营造一场奢华的感官之旅，完美诠释品牌“优雅永不过时”的理念。",298.50,127,seller01@cxk.com
舒肤佳 温和舒缓爽肤水 200ml 清爽版,"舒肤佳温和舒缓爽肤水，专为敏感肌肤设计，蕴含天然植物精华，温和不刺激，帮助肌肤深层补水，舒缓日常清洁后的紧绷感，让肌肤焕发水润光泽。
容量为200ml，清爽版配方，轻薄易吸收，适合油性和混合型肌肤，特别添加舒肤佳独家抗菌保护成分，守护肌肤健康。
无论是晨间清洁后还是夜间护肤前，这款爽肤水都能为肌肤带来清新舒适的使用体验，贴合舒肤佳“呵护全家肌肤健康”的品牌理念。",49.90,1275,seller01@cxk.com
香奈儿 奢华焕颜面膜 50ml,"香奈儿奢华焕颜面膜，专为追求极致护肤的您设计，采用独特山茶花精粹配方，深层滋养肌肤，焕发肌肤自然光彩。
这款面膜质地轻盈细腻，蕴含高效保湿成分，容量50ml，适合所有肤质，贴合面部曲线，带来舒适体验。
无论是日常护理还是重要场合前的紧急焕肤，香奈儿面膜都能让肌肤瞬间饱满水润，展现优雅自信气质。
秉承香奈儿一贯的优雅与卓越理念，每一滴精华都凝聚品牌对美的不懈追求，助您绽放无暇美肌。",328.50,127,seller01@cxk.com
高露洁 冰爽薄荷牙膏 家庭装120g*2,"专为中国家庭设计的高露洁冰爽薄荷牙膏，带来持久清新口气！这款牙膏采用高露洁独特冰爽技术，内含薄荷精华，刷牙时带来清凉感，有效去除口腔异味，保护牙齿免受蛀牙侵害。
主要规格：每支容量120g，家庭装共2支，适合全家使用；膏体细腻，易于清洁牙缝。
无论是清晨起床后还是饭后刷牙，高露洁都能为您和家人提供全天候的口腔保护，展现自信笑容！
秉承高露洁“让笑容更自信”的品牌理念，呵护每一位用户的口腔健康。",25.90,1280,seller01@cxk.com
欧莱雅 润泽焕肤身体乳 400ml 保湿滋养款,"欧莱雅润泽焕肤身体乳，专为亚洲女性肌肤设计，蕴含法国进口乳木果油与透明质酸钠，深层滋养肌肤，48小时持久保湿，轻松告别干燥粗糙！
容量400ml，轻盈乳液质地，易吸收不粘腻，淡淡玫瑰花香，带来全身spa般的奢华享受。
适合秋冬干燥季节，或日常沐浴后使用，适用于全身肌肤，尤其针对手肘、膝盖等易干燥部位。
欧莱雅秉承“美丽无界”理念，让每一位女性都能绽放自信光彩！",89.90,1275,seller01@cxk.com
欧莱雅 滋养修护洗发水 500ml 全新升级款,"欧莱雅全新升级滋养修护洗发水，专为干燥受损发质设计，蕴含珍贵摩洛哥坚果油与维生素E精华，深层滋养秀发，修复发丝毛躁与分叉，让头发柔顺如丝，焕发自然光泽。
产品容量500ml，适合家庭日常使用，无论是忙碌清晨的快速洗护，还是周末的深度护理，都能让你的秀发时刻保持最佳状态。
欧莱雅秉承“美丽无界”的品牌理念，致力于为每一位用户带来专业级护发体验，守护你的每一根发丝。",59.90,1275,seller01@cxk.com
高露洁 润泽舒缓身体乳 480ml,"想要拥有如丝般柔滑的肌肤？高露洁 润泽舒缓身体乳为您带来极致呵护体验！采用高露洁独家护肤科技，蕴含天然乳木果精华和维生素E，深层滋润肌肤，长效锁水保湿，特别适合干燥秋冬季节。
容量480ml，质地轻盈不油腻，淡淡的清新花香让人心情舒畅，适用于全身护理。
无论是日常保湿还是沐浴后使用，高露洁身体乳都能让您感受到品牌的专业与贴心，焕发肌肤自然光彩！
高露洁，始终致力于为您带来健康与自信的美丽体验。",59.90,1275,seller01@cxk.com
雅诗兰黛 红石榴焕亮保湿面霜 50ml,"雅诗兰黛红石榴焕亮保湿面霜，专为亚洲肌肤定制，融入红石榴精华，深层滋养，焕发肌肤自然光彩。
核心功效在于72小时长效锁水，改善肌肤干燥、暗沉问题，令肌肤细腻弹润。
产品容量为50ml，质地轻盈不粘腻，适合早晚使用，无论是日常通勤还是重要场合，都能让肌肤保持水润透亮状态。
雅诗兰黛秉承“每一款产品都是对美的承诺”理念，致力于为女性带来高端护肤体验。",520.50,128,seller01@cxk.com
花西子 花瓣柔润面膜 5片装,"花西子花瓣柔润面膜，汲取东方花卉精华，专为亚洲肌肤设计，带来深层滋养与水润体验。
采用天然蚕丝膜布，超薄透气，完美贴合面部曲线，触感轻盈如花瓣；蕴含玫瑰精华与玻尿酸成分，补水保湿的同时提亮肤色，每次使用15-20分钟即可焕发肌肤光彩。
适合晚间护理或重要场合前使用，让肌肤绽放如花般娇嫩美感。
花西子秉承“东方美学，妆养合一”的理念，致力于让每一位用户感受自然与美的和谐统一。",89.90,1278,seller01@cxk.com
自然堂 冰肌水润保湿面膜 5片装,"自然堂冰肌水润保湿面膜，专为亚洲肌肤设计，采用喜马拉雅冰川水精华，深层补水，锁住肌肤水分，带来持久水润体验。
面膜采用超薄透气蚕丝材质，贴合面部曲线，触感轻柔，尺寸适合各类脸型，每片净含量25ml，富含透明质酸钠与植物精粹，温和不刺激。
无论是日常护理、熬夜后急救，还是重要约会前的妆前焕肤，这款面膜都能让肌肤焕发自然光彩。
自然堂秉承“自然之美，源于喜马拉雅”的品牌理念，致力于为每位用户带来纯净天然的护肤享受。",59.90,1278,seller01@cxk.com
兰蔻 奇迹绽放香水 50ml 优雅限定版,"兰蔻奇迹绽放香水，专为追求优雅与魅力的女性打造，散发迷人的花果香调，融合玫瑰精华与佛手柑的清新，带来持久芬芳。
容量：50ml，适合日常携带，轻巧便携；瓶身设计优雅，采用经典玻璃材质，透明瓶身展现粉嫩液体，彰显兰蔻一贯的法式浪漫情怀。
适合约会、聚会或职场等多种场景，让你在任何场合都成为焦点；香气层层绽放，仿佛诉说你的独特故事。
兰蔻始终秉持“美由心生”的品牌理念，愿每位女性都能通过这款香水绽放自信光芒。",689.50,127,seller01@cxk.com
兰蔻 清透水感防晒霜 SPF50+ 50ml,"兰蔻全新清透水感防晒霜，专为亚洲肌肤设计，SPF50+高倍防晒，有效抵御UVA/UVB伤害，保护肌肤免受紫外线侵害。
采用独特水感科技，质地轻薄如水，涂抹瞬间吸收，不黏腻、不泛白，带来清爽无负担的肤感。
容量50ml，适合日常通勤、户外旅行或海边度假等场景，随身携带，随时补涂，守护肌肤健康。
秉承兰蔻“优雅与科技并存”的品牌理念，赋予肌肤细腻呵护的同时，绽放自然光彩。",298.50,1275,seller01@cxk.com
雅诗兰黛 臻白亮齿牙膏 120g 奢华护理版,"雅诗兰黛臻白亮齿牙膏，专为追求高端口腔护理的您打造，融合品牌百年护肤科技，带来革命性牙齿美白与保护体验。
独特配方蕴含温和美白因子与天然植物精粹，能有效去除牙渍、预防牙菌斑，让笑容更加自信耀眼。
牙膏容量120g，质地细腻，搭配清新薄荷香氛，每次刷牙都如SPA般享受。
适用于日常早晚使用，特别适合咖啡、茶爱好者或关注牙齿亮白的人群。
雅诗兰黛始终秉持“每一位女性都值得拥有美丽”的理念，此款牙膏将奢华护理延伸至您的每一抹微笑。",89.50,1278,seller01@cxk.com
迪奥 花漾甜心淡香水 50ml 限定版,"迪奥花漾甜心淡香水，专为追求优雅与浪漫的现代女性设计，诠释迪奥品牌对美与精致的极致追求。
这款香水以清新的花果香调为主，融合玫瑰、牡丹与佛手柑的芬芳，带来如春日花园般的轻盈感受。
容量为50ml，精致玻璃瓶身设计，粉嫩色调彰显温柔气质，适合日常出行或约会时使用。
无论是送礼还是自用，都能让你在人群中散发独特魅力，成为焦点。
迪奥，唤醒你内心的优雅与自信！",680.00,127,seller01@cxk.com
自然堂 雪润皙白粉底液 SPF30 30ml,"自然堂雪润皙白粉底液，专为亚洲女性肌肤设计，蕴含喜马拉雅冰川水精华，深层滋养肌肤，提供24小时持久水润妆效。
采用轻薄透气质地，遮瑕力强，能有效掩盖痘印与肤色不均，呈现自然无暇妆容。
SPF30防晒指数，适合日常通勤或户外活动，保护肌肤免受紫外线伤害。
提供三种色号（象牙白、自然色、麦芽色），容量30ml，轻松打造精致底妆。
自然堂秉持“自然之美”的品牌理念，让每一位女性绽放天然光彩！",129.90,1280,seller01@cxk.com
潘婷 深层洁净洗面奶 120g 温和焕肤款,"潘婷深层洁净洗面奶，专为亚洲肌肤设计，采用独特氨基酸洁净技术，温和不刺激，有效清除面部油脂与污垢，守护肌肤水油平衡。
容量为120g，轻便易携，适合日常居家或旅行使用，泡沫细腻丰富，带来舒适洁面体验。
特别添加护肤精华，洗后肌肤不紧绷，焕发自然光泽，完美契合潘婷“让每一寸肌肤绽放健康光彩”的品牌理念。
无论是清晨唤醒肌肤，还是夜晚卸除疲惫，潘婷洗面奶都是你的理想选择！",49.90,1280,seller01@cxk.com
雅诗兰黛 微精华爽肤水 200ml 保湿修护款,"雅诗兰黛微精华爽肤水，专为亚洲肌肤设计，蕴含独特微精华科技，深层滋润并修护肌肤屏障，带来水润透亮肤感。
容量200ml，清爽无黏腻质地，适合所有肤质，特别针对干燥、敏感肌，提供长效保湿。
无论是清晨唤醒肌肤，还是晚间舒缓修护，这款爽肤水都能轻松融入日常护肤步骤，助力打造雅诗兰黛所倡导的优雅自信美肌。
作为全球知名美妆品牌，雅诗兰黛始终以科技与美学的结合，赋予每一位女性无暇光彩。",325.50,128,seller01@cxk.com
香奈儿 柔润净颜洗面奶 150ml,"香奈儿柔润净颜洗面奶，专为亚洲肌肤设计，带来奢华洁面体验。其独特温和配方，蕴含珍贵山茶花精粹，能深入毛孔清除污垢与彩妆残留，同时保持肌肤水油平衡，洁后肌肤柔嫩不紧绷。
容量为150ml，质地细腻呈乳白色，散发淡雅花香，完美契合香奈儿一贯的优雅与精致。
适合早晚日常洁面，尤其推荐给追求高端护肤体验的都市白领女性，无论是卸妆后舒缓肌肤，还是晨间唤醒活力，都能感受到香奈儿品牌所传递的法式优雅与护肤艺术。",298.50,127,seller01@cxk.com
迪奥 花漾玫瑰精华面霜 50ml,"迪奥全新花漾玫瑰精华面霜，融合法国玫瑰精华与尖端护肤科技，深层滋养肌肤，焕发自然光彩。其独特轻盈质地，蕴含95%天然成分，50ml容量适合每日使用，帮助肌肤抵御干燥与细纹，呈现水润饱满状态。
无论是清晨妆前保湿，还是夜间修护，这款面霜都能为您带来奢华护肤体验，完美契合迪奥“美丽与优雅”的品牌理念。
适合所有肤质，特别推荐给追求高端护肤的都市丽人。",680.00,127,seller01@cxk.com
百雀羚 鎏金幻彩眼影盘 12色,"百雀羚鎏金幻彩眼影盘，专为东方女性肌肤设计，12色搭配，涵盖日常自然到派对闪耀妆容，满足多样化需求。采用高显色矿物粉质，细腻贴肤，持久不脱妆，防水防汗，轻松应对高温天气。色泽饱满，包含哑光、珠光、闪片三种质地，打造立体眼妆效果。适合日常通勤、约会或节日妆容，让双眸灵动有神。百雀羚秉承“东方美，天然护”的品牌理念，成分温和，守护您的眼部肌肤。
规格：净含量5.5g，尺寸：12cm×5cm×1.5cm，适合随身携带。",89.99,1278,seller01@cxk.com
香奈儿 璀璨四色眼影盘 2023限定版,"香奈儿全新推出的璀璨四色眼影盘 2023限定版，专为追求精致妆容的您打造！这款眼影盘以丝绸般细腻的粉质著称，融合高显色度和持久不脱妆技术，轻松打造深邃迷人的眼妆效果。
产品包含4种独特色调（琥珀金、烟熏灰、玫瑰粉、午夜蓝），每盘净重6g，搭配精致镜面设计便携盒，方便随时补妆。
无论是日常通勤还是晚宴派对，香奈儿眼影盘都能为您增添优雅与自信，完美诠释香奈儿一贯的经典与时尚品牌理念。
让每一次眼眸闪烁，都成为众人焦点！",520.00,128,seller01@cxk.com
兰蔻 玫瑰润泽身体乳 200ml,"兰蔻玫瑰润泽身体乳，专为中国女性肌肤设计，带来奢华保湿体验。其核心成分源自法国玫瑰精华，融合维生素E与天然保湿因子，深层滋养肌肤，持久锁水，让肌肤如丝绸般柔滑细腻。
容量：200ml；质地：轻盈乳霜，易吸收不粘腻；香型：优雅玫瑰香氛。
适合日常护理，尤其是在干燥秋冬季节或沐浴后使用，完美呵护全身肌肤，焕发自然光泽。
兰蔻始终秉持“优雅与科技并存”的品牌理念，为您带来高端护肤享受。",198.50,1278,seller01@cxk.com
百雀羚 水嫩倍现精华液 30ml 修护保湿款,"百雀羚水嫩倍现精华液，专为东方肌肤研发，蕴含草本精粹与高浓度保湿因子，能够深层滋养肌肤，改善干燥粗糙，焕发水润光泽。
产品容量30ml，轻薄质地易吸收，适合各种肤质；核心成分包括透明质酸钠与天然植物提取物，温和不刺激。
无论是日常护肤，还是作为妆前打底，这款精华液都能让肌肤时刻保持水嫩弹润，展现自然美肌。
百雀羚秉承“天然不刺激”的品牌理念，陪伴每一位爱美人士追求美丽与健康。",129.90,856,seller01@cxk.com
自然堂 星芒幻彩眼影盘 12色,"自然堂星芒幻彩眼影盘，专为追求精致妆容的你打造！采用天然矿物质配方，粉质细腻柔滑，显色度极高，12色搭配涵盖日常大地色与闪亮珠光色，满足多种妆容需求。
产品净含量9.6g，配备双头眼影刷，方便上妆，持久不脱妆，防水防汗，适合全天候佩戴。
无论是日常通勤还是晚宴派对，轻松打造迷人电眼，自然堂以“自然之美”为理念，让你的美丽源自天然。
官方正品，放心选购！",129.90,1275,seller01@cxk.com
百雀羚 草本净颜洗面奶 120g 深层清洁款,"百雀羚草本净颜洗面奶，传承东方护肤智慧，专为中国肌肤设计，采用天然草本精华，温和清洁的同时深层净化毛孔，轻松去除多余油脂与污垢，让肌肤清爽不紧绷。
容量120g，质地细腻泡沫丰富，适合油性及混合性肌肤，每次使用仅需少量即可覆盖全脸，清洁力强且温和无刺激。
无论是清晨唤醒肌肤，还是晚间卸除一天疲惫，百雀羚洗面奶都能为你带来舒适洁面体验。
作为国货经典品牌，百雀羚始终秉承“天然不刺激”的理念，守护你的肌肤健康。",49.90,1275,seller01@cxk.com
百雀羚 水润保湿面霜 50g 升级版,"百雀羚水润保湿面霜，传承东方草本护肤精髓，专为中国女性肌肤设计，深层补水锁水，改善肌肤干燥粗糙问题。
核心成分蕴含天然草本精华，搭配透明质酸钠，温和滋养，持久保湿。
产品容量50g，轻盈乳霜质地，易吸收不粘腻，适合早晚使用，无论是日常办公还是户外活动，都能让肌肤保持水嫩光泽。
秉承百雀羚“天然不刺激”的品牌理念，为您带来舒适护肤体验。",89.90,1278,seller01@cxk.com
完美日记 润泽焕肤身体乳 200ml,"完美日记 润泽焕肤身体乳，专为追求精致肌肤的你打造！蕴含天然乳木果精华与维生素E，深层滋润肌肤，改善干燥粗糙，带来丝滑触感。
容量200ml，轻盈乳液质地，易吸收不粘腻，散发淡雅花果香，持久留香。
适合日常护理，尤其是在秋冬干燥季节，或沐浴后使用，锁住水分，焕发肌肤光泽。
完美日记始终秉持“美不设限”的理念，让每一位用户都能拥有自信美肌！",89.90,1275,seller01@cxk.com
兰蔻 水光润泽面膜 5片装,"兰蔻全新水光润泽面膜，专为亚洲肌肤设计，蕴含独特透明质酸精华与植物精粹，深层补水，焕发肌肤自然光泽。
每片面膜采用超薄蚕丝材质，完美贴合面部轮廓，规格为单片25g，5片装适合一周密集护理。
无论是日常保养还是重要场合前的急救护理，兰蔻面膜都能让肌肤水润饱满，展现无暇状态。
秉承兰蔻“美丽无界”的品牌理念，让每一位女性都能感受到法式优雅与科技护肤的完美融合。",298.50,1275,seller01@cxk.com
迪奥 奢华亮白牙膏 经典版 100g,"迪奥首款奢华亮白牙膏，专为追求精致生活的您打造，融入迪奥独家美白科技与温和护龈配方，让牙齿焕发钻石般光泽。
产品容量为100g，采用进口优质原料，含氟配方有效防蛀，温和不刺激，适合敏感牙齿用户。
无论是清晨开启优雅一天，还是夜晚卸下疲惫，迪奥牙膏都能为您带来法式浪漫的口腔护理体验。
迪奥品牌始终秉持“美感至上”的理念，将时尚与功能完美融合，呵护您的每一次微笑。",89.99,1275,seller01@cxk.com
花西子 花瓣柔润沐浴露 500ml 舒缓保湿款,"花西子花瓣柔润沐浴露，传承东方美学，融入天然花瓣精华，为您带来如花般细腻的沐浴体验。
这款沐浴露采用温和无刺激配方，富含玫瑰与牡丹提取物，能深度滋润肌肤，舒缓干燥，带来持久保湿效果。
容量为500ml，适合家庭日常使用；乳白色质地，散发淡雅花香，让每一次沐浴都如置身花海，尽享放松与呵护。
无论是繁忙工作后舒缓身心，还是清晨唤醒活力，花西子沐浴露都是您肌肤的最佳伴侣。
秉承花西子“以花养肤”的品牌理念，呵护您的每一寸肌肤。",49.90,1275,seller01@cxk.com
舒肤佳 清爽薄荷沐浴露 家庭装 750ml,"舒肤佳 清爽薄荷沐浴露，专为家庭设计，带来持久清新沐浴体验！采用独特温和配方，蕴含天然薄荷精华，能深层清洁肌肤，同时保护皮肤屏障，温和不刺激。容量750ml，适合全家日常使用，经济实惠。
特别添加清凉因子，洗后肌肤清爽舒适，特别适合炎热夏日或运动后使用，让您一整天活力满满。
舒肤佳始终秉持“守护全家健康”的品牌理念，为您提供安全、优质的个护产品。快来体验这款清新沐浴露，感受薄荷的冰爽呵护！",29.90,1280,seller01@cxk.com
自然堂 冰肌水润保湿面膜 5片装,"自然堂冰肌水润保湿面膜，专为中国女性肌肤设计，蕴含喜马拉雅冰川水精华，深度补水，焕发肌肤自然光彩。
采用超薄透气蚕丝膜布，完美贴合面部轮廓，吸收力提升30%，让每一滴精华液直达肌底。
适合干燥、缺水肌肤，无论是日常护理还是熬夜后急救，都能让肌肤水润弹嫩。
每片面膜25ml精华液，规格为5片/盒，适合居家或旅行携带。
自然堂秉持“自然之美，源自喜马拉雅”的品牌理念，带给你纯净护肤体验。",59.90,1278,seller01@cxk.com
百雀羚 轻透水润粉底液 SPF20 30ml 自然色,"百雀羚轻透水润粉底液，传承东方护肤智慧，专为亚洲肌肤设计，带来自然无暇妆感！这款粉底液蕴含草本精华，质地轻薄易推开，能有效遮盖瑕疵，同时保湿不卡粉，持久服帖。容量30ml，配备SPF20防晒指数，适合日常通勤或约会妆容。产品提供自然色与象牙白两种色号，贴合不同肤色需求。百雀羚以“天然不刺激”为理念，呵护你的每一寸肌肤，让你自信绽放东方美！
适用场景：日常上班、聚会、约会，轻松打造轻薄底妆。
规格：30ml，SPF20，质地水润，适合中性及干性肌肤。",98.50,1278,seller01@cxk.com
欧莱雅 青春密码活颜面霜 50ml,"欧莱雅青春密码活颜面霜，专为亚洲女性肌肤研发，蕴含独特Pro-Gen青春激活科技，能深层滋养肌肤，改善细纹与松弛，重现肌肤紧致弹润光泽。
容量规格为50ml，质地轻盈不油腻，适合各种肤质，成分含透明质酸钠与天然植物精粹，温和保湿。
无论是清晨护肤还是晚间修护，都能为肌肤注入满满活力，特别适合忙碌都市女性日常护理。
作为欧莱雅品牌的明星产品，秉承“美由你创”的理念，让每一位女性绽放自信光彩。",239.50,1278,seller01@cxk.com
迪奥 花秘瑰萃精华面霜 50ml 奢华保湿款,"迪奥花秘瑰萃精华面霜，源自法国迪奥高端护肤科技，专为追求极致肌肤的您打造。蕴含珍稀玫瑰精粹与透明质酸钠，深度滋养肌肤，带来48小时长效保湿，触感丝滑细腻。
容量：50ml，适合各类肤质，质地轻盈不油腻，散发淡雅玫瑰香氛。
无论是日常护肤还是重要场合前的紧急修护，这款面霜都能让肌肤焕发自然光彩，展现迪奥品牌传递的优雅与奢华。
迪奥，成就您的美丽传奇。",680.00,127,seller01@cxk.com
雅诗兰黛 倾慕唇膏 绝色魅惑口红 #420 玫瑰豆沙,"雅诗兰黛倾慕唇膏 #420 玫瑰豆沙色，完美诠释优雅与魅力的结合，作为雅诗兰黛经典口红系列，采用独特滋润配方，融合高显色度与持久保湿效果，打造饱满立体唇妆。
规格：3.5g 净含量，丝绒哑光质地，色号 #420 玫瑰豆沙，温柔显白，适合亚洲肤色。
使用场景：无论是日常通勤、浪漫约会还是重要场合，这款口红都能为你增添自信光彩，轻松驾驭多种妆容风格。
雅诗兰黛秉承“每位女性都值得美丽”的品牌理念，倾慕唇膏以精致设计与卓越品质，成就你的专属美学。",329.50,1278,seller01@cxk.com
迪奥 雪晶灵焕白防晒霜 SPF50+ 50ml,"迪奥雪晶灵焕白防晒霜 SPF50+，专为亚洲肌肤设计，融合尖端防晒科技与迪奥独家护肤配方，提供超强防护，有效抵御UVA/UVB伤害，同时焕亮肤色，打造透白光泽肌。
容量50ml，轻薄乳液质地，易吸收不油腻，适合所有肤质，特别添加保湿成分，长效滋润。
无论是日常通勤、户外旅行还是海边度假，这款防晒霜都是您肌肤的奢华守护者，彰显迪奥优雅与科技并重的品牌理念。
让每一寸肌肤都沐浴在迪奥的精致呵护中，展现自信光采！",328.50,127,seller01@cxk.com
完美日记 花语晨曦香水 50ml,"完美日记花语晨曦香水，以独特花果香调为核心，诠释女性优雅与灵动之美。
前调绽放清新柑橘与梨香，中调融入玫瑰与茉莉的浪漫花香，后调以琥珀和麝香带来温暖持久的余韵。
容量为50ml，轻便小巧，适合随身携带；瓶身采用精致玻璃材质，搭配简约设计，彰显完美日记“美不设限”的品牌理念。
无论是日常通勤还是浪漫约会，这款香水都能为你增添自信魅力，成为人群中的焦点。
持久留香长达6-8小时，让你时刻保持迷人气息。",129.90,1275,seller01@cxk.com
香奈儿 奢华精粹粉底液 SPF30 30ml,"香奈儿奢华精粹粉底液 SPF30，以其独特的轻薄质地和卓越的遮瑕力，为您带来无瑕底妆体验。这款粉底液蕴含珍稀保湿成分，容量30ml，适合多种肤色，提供自然象牙白与柔和蜜桃色可选。
其持久妆效长达12小时，轻松应对日常通勤、派对或重要场合，让肌肤时刻散发优雅光彩。
香奈儿始终秉持“简约即奢华”的品牌理念，赋予每一位使用者自信与魅力，完美诠释法式优雅风范。",520.00,128,seller01@cxk.com
欧莱雅 魅惑红唇口红 经典正红色 3.5g,"欧莱雅魅惑红唇口红，采用独家丝绒柔雾科技，带来持久不脱色的绝佳体验，经典正红色号，适合亚洲女性肤色，显白又高级，3.5g容量小巧便携。
质地轻盈顺滑，含天然保湿成分，上唇后滋润不拔干，轻松打造精致妆容。
无论是日常通勤还是约会派对，这款口红都能让你自信出彩，成为人群焦点。
欧莱雅始终秉持“美丽无界”的品牌理念，致力于为每位女性带来独特魅力。",129.90,1278,seller01@cxk.com
百雀羚 水嫩倍现洗面奶 100g,"百雀羚 水嫩倍现洗面奶，专为亚洲肌肤设计，传承百雀羚百年护肤精髓，融入天然草本精华，温和洁净毛孔深层污垢，补水保湿不紧绷。产品净含量100g，质地细腻泡沫丰富，适合各种肤质，特别是干性及敏感肌。无论是清晨唤醒肌肤，还是晚间卸除一天疲惫，都能带来水润清爽的使用体验。
百雀羚始终秉持“天然温和，东方美肌”的品牌理念，致力于让每一位用户绽放自然光彩。",59.90,1280,seller01@cxk.com
欧莱雅 男士火山岩控油洗面奶 100ml,"欧莱雅男士火山岩控油洗面奶，专为男士肌肤设计，蕴含天然火山岩矿物成分，深入清洁毛孔，强效吸附多余油脂，让肌肤清爽不油腻。
容量100ml，轻巧便携，适合日常使用或旅行携带；独特的黑色膏体质地，泡沫细腻温和，温和不刺激。
无论是晨起焕新面容，还是健身后快速清洁，欧莱雅洗面奶都能带来持久清爽体验，助力展现男士自信魅力。
秉承欧莱雅“美丽无界”的品牌理念，呵护每一位追求精致生活的你。",69.90,1280,seller01@cxk.com
花西子 玉兰绽放修护精华液 30ml,"花西子玉兰绽放修护精华液，传承东方美学，专为亚洲肌肤研发，蕴含珍贵玉兰花提取精华与多重植物活性成分，深层滋养，修护肌肤屏障，改善暗沉与细纹，让肌肤绽放自然光彩。
容量规格为30ml，质地轻盈水润，易吸收，适合早晚护肤使用，尤其适用于熬夜后肌肤修护或换季敏感期。
瓶身采用典雅玉兰花设计，尽显花西子“以花养肤，以美传情”的品牌理念，送礼自用两相宜。
无论是日常通勤还是重要场合前的肌肤急救，这款精华液都能赋予你细腻柔滑的东方美肌。",189.99,1280,seller01@cxk.com
兰蔻 奢华焕活洗发水 300ml,"兰蔻奢华焕活洗发水，专为追求高端护发的您打造，传承兰蔻百年护肤精髓，融入独家玫瑰精华与氨基酸洁净科技，温和清洁同时深层滋养头皮，焕发秀发丝滑光泽。
容量为300ml，质地轻盈不油腻，散发淡雅玫瑰香氛，适合各种发质，尤其针对干枯、分叉发质有卓越修护效果。
无论是日常通勤还是重要场合，使用后秀发柔顺如丝，展现优雅自信气质。
兰蔻，始终致力于让每一位女性绽放独特美丽。",128.50,1278,seller01@cxk.com
欧莱雅 润泽焕肤身体乳 400ml,"欧莱雅润泽焕肤身体乳，专为干燥肌肤设计，蕴含法国进口乳木果油与维生素E精华，深度滋养肌肤，锁水保湿长达48小时，让肌肤焕发自然光泽。
容量400ml，质地轻盈不粘腻，淡淡玫瑰香氛，适合秋冬及空调房使用，无论是日常护理还是沐浴后涂抹，都能为肌肤带来丝滑触感。
秉承欧莱雅“美丽无界”的品牌理念，让每一位女性都能绽放自信美肌！",89.90,1275,seller01@cxk.com
潘婷 深层滋润身体乳 200ml 柔滑保湿款,"潘婷深层滋润身体乳，专为干燥肌肤设计，采用独特的水润锁水科技，内含天然乳木果精华和维生素E，能深入肌底，长效保湿，令肌肤柔滑细腻。
容量为200ml，轻巧便携，乳白色乳液质地，清爽不黏腻，淡淡花香令人心旷神怡。
适合日常使用，尤其是在秋冬季节或空调房中，随时为肌肤补充水分，展现潘婷一贯的“呵护每一寸肌肤”品牌理念。
无论是上班前快速涂抹，还是沐浴后放松护理，潘婷身体乳都能为你带来丝滑触感与持久滋润！",49.90,1280,seller01@cxk.com
百雀羚 自然润泽粉底液 SPF30 30ml,"百雀羚 自然润泽粉底液，专为东方女性肤质设计，融合百年草本护肤精华，带来轻薄透气的妆感与持久保湿效果，轻松打造自然无暇底妆。
核心成分蕴含草本精粹，温和不刺激，SPF30防晒指数有效抵御日常紫外线伤害；30ml容量，方便携带，适合多种肤色选择，色号丰富贴合肌肤。
无论是日常通勤还是约会聚会，都能让肌肤呈现健康光泽，展现东方女性的独特魅力。
百雀羚秉承“天然不刺激”的品牌理念，致力于为每一位爱美女性提供安全有效的美妆体验。",129.90,378,seller01@cxk.com
